endereco,texto
"Avenida Capitão João Freire, Expedicionários, João Pessoa, Paraíba, 58041-060",não dá uma forcinha para os nossos amigos gente calendário JPB tá na área tá pensando que tem folga nesse feriado não tem não se tem problema tem que ir na rua para tentar resolver e hoje tem Missão Nova na verdade a missão é nova mas o problema é bem antigo lá no Funcionários nos Expedicionários um serviço da Cagepa que não tem fim segundo os moradores e além da poeira eles estão reclamando de vazamento de água no Lopes vai mostrar direitinho para gente agora é calendário JPB na Rua Capitão João Freire que fica no bairro dos Expedicionários e como vocês estão vendo a situação da rua não tá muito boa não viu Querido agora tá limpo bonito a gente resolver mas essa bronca Bora conversar com o povo para entender o que é que tá acontecendo abrir um buraco na esquina aqui na Expedicionarios que a principal no bairro de lá para cá e isso aqui história de três em três meses de dois em dois meses em fevereiro teve um vazamento aqui no canto e a lagoa essa frente da casa da minha mãe fica com licença menina quer dizer que na última último vazamento que deu tudo isso aqui que a gente tá vendo que a parte da frente do Terraço virou um Açude Bom dia tudo bem com a senhora isso daí quando está vazando ela vai infiltrando Ando por debaixo do solo ninguém sabe onde vai parar é como o pessoal daqui tava falando que a estrutura das casas já tá começando a ficar comprometida aqui no terraço de Dona Yolanda a gente tá vendo tem uma rachadura ali DS já tá passando aqui ó do armador de rede que tá com plantinha pendurado e tá chegando aqui por trás Dona Olanda a senhora que mora aqui a senhora disse desde a década de 1950 não chegou por aqui essa rachadura Zinha é nova ou velha antes não tinha não tava tudo direitinho mas começa a estourar água lista do Colégio Estadual Carvalho filtrando pode ser a infiltração da água segura aqui menino calendário Ana também quer que a gente vai fazer vai dar um prazo para Cagepa tanto da resposta como resolver alguma coisa por aqui porque não adianta mais não de 3 em 3 meses história e tirar esse entulho da porta da senhora
"Galante, Campina Grande, Paraíba",a gente começa direto com o calendário já tô com meu aqui a primeira cobrança é uma bronca grande viu a reforma do ginásio de esportes no Distrito de Galante vamos ver se a obra saiu do Papel Felipe Valentim foi até lá no calendário esteve pela primeira vez no ginásio de esportes o Rodrigão em Galante em novembro do ano passado e a situação dos moradores que praticavam esportes no local não era nada boa lixo aqui quando chove não dá para jogar essas coisas também tem marimbondo a gente vai levar uma picada alguma coisa do tipo o secretário de esportes do Governo do Estado assume um compromisso na época de fazer a reforma do ginásio nós conversamos com secretário de juventude esporte e lazer do Estado Bruno Roberto que diz que já está sendo feito um projeto para reformar o ginásio aqui do Distrito de Galante e pediu a gente um prazo até a primeira quinzena do mês de março de 2017 por isso então nós estamos com calendário aqui vamos marcar então ele pediu que a gente marcasse o dia 15 de Março quatro meses depois na data marcada estamos de volta ao Distrito de Galante e será que alguma coisa mudou por aqui eu tô aqui já ao lado da Ana Cláudia que era representante do calendário aqui em Galante Ana Cláudia Parece que nada mudou né nada mudou continua do mesmo jeito aliás piorou né que os refletores agora pararam de funcionar só temos 4 funcionando agora no final da tarde comecinho da noite e agora É agora piorou porque a gente consegue nem ver a bola direito os mais de 400 alunos da Escola nicipal Iracema Pimentel tem aula de Educação Física neste espaço muito ruim quando chove não pode jogar que fica molhado na quadra não tem banheiro para pessoa fazer nessa cidade tem nada tá muito ruim a quadra e vir jogar aqui com a quadra molhada cai se machuca e quando o pessoal tá jogando Se por acaso a bola cair aqui perto do banheiro o jogo acabou porque é impossível ir até lá embaixo buscar a bola que na verdade tá complicado até ficar aqui perto do banheiro porque o mau cheiro é grande como é que você esperava que fosse o ginásio coberto no banheiro ou se limpa quadra melhorar o banheiro das meninas e dos meninos tá ruim não tem como usar não tem como usar quantos alunos vem para cá se precisar usar o banheiro nem pensar não de maneira alguma porque o banheiro aqui só em péssimas condições sujo quebrados não tem condições então eles quando vem para casa orientados ao sair da escola e caso contrário tem que voltar para escola durante a aula de educação física para fazer as necessidades também atrapalha o rendimento rendimento atrapalha o andamento da aula realmente antes de Cristo e o pessoal que treinar futsal e handebol também tá complicado
"São José da Mata, Campina Grande, Paraíba",o calendário JPB de hoje vai mostrar um problema que é muito comum aqui em Campina Grande é a obra de uma construtora que loteou terrenos e construir casas mas não fez a infraestrutura necessária para moradia e se isso é um problema né a gente manda lá da igreja lá para ver E aí pessoal hoje eu tô aqui no conforto da casa de Albany que depois de anos e anos e anos e anos morando de aluguel finalmente conseguiu realizar esse sonho de ter a casinha própria E aí é tudo novinho né albanil sonho realmente um grande sonho que muitos ainda tem não conseguiu ainda realizar mas graças a Deus eu consegui depois de muito esforço consegui agora como vocês estão vendo tudo novinho a gente tá aqui na sala de estar tem também a cozinha tem dois quartos a casa agora tá bom de mais né para ser calendário que a gente tá falando de calendário Por que o problema existe E aí minha gente chega mais me acompanha vou ter que passar aqui eu tô ouvindo aqui para mostrar para vocês aqui ainda tem uma garagem o quintal mas chega mais chega mais porque olha só é só botar o pé para fora para os problemas aparecerem né Albany a rua aqui minha gente é isso dá até um desânimo começou o pesadelo acabou o sonho começou o pesadelo e isso que você tá vendo tá uma maravilha para o que fica é porque assim choveu os moradores já sai na rua já começa a cada um de da maneira que pode fazer os aterros cada um vai fazendo Como pega uma enxada enxada para a gente tá ali para você ver a gente pega saco de nylon Anjo de Areia a terra porque aí para chuva não arrastar o que vem pela frente a gente tá hoje no distrito de São José da Mata na comunidade de lagoa de João Gomes João Gomes então o bora marcar para gente mostrar aqui o tamanho do buraco que essa rua tem que claro dificulta demais o acesso é ruim para andar é ruim para passar de carro e aí eu fico imaginando quem mora nessa casa se a pessoa tiver um carro aqui para passar aqui meu Deus do céu a suspensão já era já era fica difícil né que mora aqui nessa rua aqui vive que eu não posso ir lá no carro aqui não pode descer aqui já aconteceu aí de carro aqui dentro do buraco à noite porque não ver Renato tô vendo aqui a realidade da rua onde vocês moram que é que vocês sofrem no dia a dia só falou que você tá vendo né quando chove a rua fica nessas condições em quanto para chuva é poeira dentro de casa aquela preta botar umas caçambas de material aqui só pedra como você tá vendo aí as melhor que tem desse tamanho aqui a prefeitura joga para o Construtor dando para prefeitura e no final penalizados morador foi entregue mas aí em frente
"Rua Mauricio Oliveira, Treze de Maio, João Pessoa, Paraíba, 58025-030",pai de calendário JPB os moradores da comunidade de Riachinho Treze de Maio reclamam de um conjunto habitacional que foi entregue um problema que tá causando transtorno nós fomos por lá duas vezes mas tem novidade na terceira visita a gente recebeu a informação que a obra vai andar sim o projeto tá lindo viu Plínio Almeida foi até lá conversar com os moradores do Riachinho e conta tudo para a gente aqui as casas da comunidade de Riachinho de cima são catorze e quatorze família desse lado para o lugar onde deveria ter uma calçada feita com uma boa drenagem mais a situação essa daqui ó tudo organizado buraqueira material aqui da calçada jaca caindo e ali em cima a Rua Maurício de Oliveira que quando o eixo na chuva a água cai por aqui vem em posta e começa a causar transtorno para a vida de todo mundo Rosilene é uma das mais prejudicadas agora há pouco Teve Chuva ontem foi ficou aqui tudinho lixo e a chuva foi grande aí dentro de casa mesmo tempo a resposta no início de Fevereiro teria dado início a licitação foi isso não foi dia 7 do 2017 fevereiro vieram vieram aqui disseram Exclusive aqui neste edital de concorrência concorrência é verdade e aí o que nós temos de informação hoje é o seguinte essa licitação ela realmente começou né ela tá indo em processo a gente sabe que são até 90 dias e a promessa da secretaria de planejamento é que em até mais 45 dias essa licitação estaria pronta Depois de pronta aí chega mais perto de quê ordem de serviço para fazer essa obra Pelo menos segundo asseplan tá em andamento em andamento se for do jeito que tá no projeto vai ficar muito bonito mas qualquer jeito que tá no projeto vamos fazer operações aqui é o antes né é hoje e aí a gente tem uma foto agora do depois olha só aí como vai ficar bonito uma calçada bem organizada aqui embaixo né Com acesso aí umas escadaria daqui em vários pontos antes e depois a calçada organizada com grama bancos tá bonito na foto pelo menos na foto tá vamos ver se vai ficar assim a promessa é boa é isso vamos ter fé pronto então dia 8 de Março o nosso carimbo né com toda essa promessa com Alice tá
"Rua Cicerolandia, Várzea Nova, Santa Rita, Paraíba, 58303-220","vamos calendário gente de hoje parece mais uma novela eu tô falando da construção da unidade de saúde de Cícero olândia lá em Santa Rita hoje era para ter o carimbo de Resolvido Será que teve Conta aí Karine Tenório Ah só para ficar claro ela saiu de férias mas deixa esse calendário pronto para gente vamos conferir fica na zona rural de Santa Rita é muito distante da cidade a estrada é ruim só tem plantação de um lado de outro e é por isso que os moradores precisam tanto de um posto de saúde funcionando lá perto do povo a última notícia que eu tive é que a obra lá do posto de saúde tinha parado mas hoje nós vamos ver qual é a situação Será que a obra voltou o que que a prefeitura tem a dizer vamos conferir a obra é essa aqui tô vendo que seu José chegou cedo hoje Seu José para quem não sabe a gente diz que ele é o fiscal da obra Por que ele está sempre por aqui chega aqui seu José eu tô vendo que a obra voltou que tem alguns homens trabalhando Valéria no nosso último encontro a data marcada para hoje era para inaugural posto de saúde né mas aí a obra parou logo depois é infelizmente no outro dia já ficou tudo parado e voltou quando voltou a gente vai fazer uma semana roubaram a instalação elétrica que tinha sido feito ela foi tudo errado foi tudo essa obra aqui no posto de saúde de Cícero Orlândia se arrasta gente desde 2012 o calendário JPB acompanha essa história há um ano então é um ano começa a obra para obra obra começa a obra para obra a gente quer saber quando vai ser concluído esse serviço e o pessoal tá dentro olha só a quantidade de gente que sempre junto aqui porque eles querem mesmo essa unidade de saúde que aqui vai servir para gente e para todo mundo aqui da comunidade aí a turma daqui pega a roupa instalação às vezes fica menino querendo quebrar a janela não é um negócio que vai servir atrás ainda mais o sonho de vocês muito bem atrás ainda mais é verdade que a gente não tiver um trocadinho em casa para levar o nosso filho para o hospital que esteja passando r$ 100,80 porque os transporte É tudo caro e não tiver dinheiro não tem saúde não tem saúde isso tem que ter uma data para acabar né o tempo tá passando e ninguém da Prefeitura chega aqui eu acho que a gente vai ter que fazer esse calendário sem representante da prefeitura agora lembrando a vocês a gente vai continuar insistindo numa resposta por quê a primeira coisa que essas pessoas aqui merecem é uma resposta isso não custa dinheiro e eu não vou dar hoje assim como um dia triste porque eu tô vendo que a obra foi retomada né agora é importante que essa obra não pare amanhã porque o calendário"
"Avenida Conde, Tibiri, Santa Rita, Paraíba, 58302-220",Olha o calendário JPB tá acostumado a fazer reportagem sobre buraco na rua mas a situação que a nossa equipe em controlar e Tibiri 2 parece até coisa de tatu é um buraco atrás do outro fechando a rua e trazendo muita dor de cabeça para os moradores vamos ver quer ir para China bem ligeirinho vem tá Tire Dois porque aqui tem um buraco tão grande que leva você para lá bem rapidinho e de graça minha nossa senhora passando de moto com duas crianças em tempo de cair no buraco seu Aluízio me explica que situação é essa aqui dentro de uma caverna né Avenida Conde bairro Água Branca dizer que isso aqui é uma avenida Há quanto tempo há pelo menos um mês e olha só a gente percebe Não precisa ser engenheiro para saber que aqui tem uma tubulação de água pluvial tá seca agora porque não tá chovendo Claro mas quando chove é muita água né só que não tem água só água aqui aqui passou uma chuva aqui não tem mais não suporta mesmo isso aí isso é água Restaurar Esse aqui aí piora mais coisa do povo fica sem água e sem água e fica muito mais geral da reta que passa aqui do outro lado e a tia olha só tem outro buraco parece um rio aqui dentro chega Cardoso é a rede de esgoto da rua aqui tem a rede de água pluvial toda aberta toda estourada aqui tem a rede de esgoto também toda aberta todas as respostas e aqui do outro lado tem a rede de abastecimento de água limpa tá tudo exposto realmente é um carro em uma avenida da cidade E aí os moradores que vivem nessas casas aqui tá tão praticamente ilhados com essa situação para entrar na casa do Nereu a gente olha só tem uma muletinha até quase a metade Adi da repórter olha só é uma arquitetura bonita né nega para entrar na tua casa não tem elegância né para chegar a necessidade de fazer isso aí mas infelizmente tem que fazer né Isso quer dizer que quando chove
"Rua Claudio Marcelo Ferreira, Paratibe, João Pessoa, Paraíba, 58062-331",Bora para Paratibe agora bairro daqui de uma pessoa tem volta do calendário numa rua a Rua Claudio Marcelo Ferreira e eu já te adianto que a situação por lá meus amigos não tá boa não bora ver a gente sabe e chuva e obra não combina tempo tá abrindo deu uma melhorada O problema é que a Rua Claudio Marcelo Ferreira aqui em Paratibe além de todos buracado como a gente já tá vendo a também deixar cada assim dá para fazer terraplanagem não né aí atrasa o serviço para gente e não é que começou a chover de novo aí amor diminui rebolo para aterrar para segurar o aterro é a chuva ver já desmanchou de novo Tem essa tão vendendo com placa de venda tem essa aqui placa de venda quando é que tem a barriga e capacete tem essa outra aí ela não tava pagando mas ninguém quer assim quem mora aqui tá saindo e ninguém lá Quer vir para cá não é não é muito ruim como a situação lá para baixo tá pior eu vou dar uma descidinha certo aqui já não passa carro mais não meu filho vem mesmo fui até lá embaixo e voltei para que para dar satisfação da prefeitura né eles disseram o seguinte que assim como eu mesmo compro eu vou começar até o serviço mas aí começou a chover se perdeu tudo né Foi verdade esse aterro aí daqui que eles deixaram aqui Achou a primeira que deu levou ela todinha lá para baixo tá passando aquele carro que eles falaram só podem fazer o serviço isso quando parar de chover e o sol secar mais 30 dias deram resposta Estão dispostos a fazer esperando São Pedro Então tá em andamento tem um mês para parar de chover tem um dia bacana e bom para que o pessoal consigo executar aqui a terraplanagem da rua então dia 20 de Agosto a gente volta em Paratibe e se não for para ver o serviço feito que seja pelo menos as máquina trabalhando né que nós tamos aí toda hora Deus quiser vamos acreditar não é o que nos resta a chuva vai parar e a Prefeitura de João Pessoa vai dar continuidade a essa obra bora marcar então 20 de Agosto no nosso calendário virtual a gente volta a Rua Cláudio Marcelo Ferreira aratiba esperando notícia muito boa
"Rua Napoleão Crispim, Oitizeiro, João Pessoa, Paraíba, 58087-080",gente me dizer os moradores da Rua Napoleão Crispim tão ansiosos a via sem estrutura tava sendo engolidas pelos buracos ninguém fazia nada eles chamaram calendário JPB e aos poucos os responsáveis foram aparecendo e agora depois de quatro visitas problema começou a ser resolvido era mais que um problema de comunidade era uma situação de emergência olha só a fenda que se abriu aqui na rua por aqui passa também o tubulação de gás no Meu medo é isso é uma explosão e mata todo mundo aqui e eu tô super uma situação dessa não é fácil mas é necessário e o calendário JPB começou acompanhar o drama dos moradores da Rua Napoleão Crispim a cada visita uma cobrança para que o problema não fosse esquecido esse buraco aqui é novo foi o que se formou na última chuva se prepara agora para ver como é que tá a situação do restante da rua é buraco e Desmantelo demais a última vez que vocês vieram eles fizeram serviço de terraplanagem que realmente ao menos uma situação era o paliativo a gente sabia disso mas só que infelizmente não pode chover daqui a pouco a rua vai desaparecer vai ser um buraco e quatro meses depois o calendário JPB teve uma ótima surpresa o tão sonhado pedido dos moradores Começou assim ser atendido e a obra de drenagem da rua está em andamento e com brinde por que os moradores dessa rua aqui também foram beneficiados Alexandre quando a gente olha a estrutura que foi feita para receber toda a água da chuva a gente se impressiona Porque grande mesmo né Eu acho que agora vai agora a gente tá com esperança né a obra começou tá andando e a gente tá esperando só agora Eles terminaram para fazer o casamento que é o que a gente reivindicar de verdade mas olha só a água da chuva nesse ponto aqui do bairro vem com muita força é água que vende diversas ruas e o que acontece quando não tinha essa estrutura de galerias para receber essa água a erosão tomava de conta e começava a formar buracos como esse aqui que até diminuir um pouco de tamanho pela quantidade de aterro que a equipe da ciência colocou aqui mas se a estrutura não fosse resolvida o buraco e aumentar de novo então era um trabalho de enxugar gelo Então essa questão
"Rua João Viegas de Oliveira, José Américo, João Pessoa, Paraíba, 58056",tem comunidade no JPB agora o calendário Voltou ao José Américo porque tem novidades por lá são duas notícias tá bom uma boa outra ruim bora logo verá boa né Vamos embora Rua João Viegas de Oliveira José Américo a gente acompanha a situação aqui é um bom tempo e você sabe né quando vira o ônibus foi que tá acontecendo agora não sai do meio ele precisava invadir um terreno para continuar o percurso agora não tá conseguindo passar pela rua por onde deve passar mesmo valeu meu motor passou fez a curva bonitinho e foi-se embora chega aí Marquinhos Cardoso no sinal gráfico para mostrar era água empossada aqui muita água mesmo viu pior água suja de esgoto parece que isso aqui resolver todo esse transtorno aqui era causado por causa de ligações clandestinas meninas que foram feitas na rede de esgoto que não estava pronta chegasse mas a Cagepa secou a água que tinha aqui foi não né meu amor esse trabalho que foi feito aqui foi pela empresa de ônibus para amenizar o problema porque do jeito que tava a situação que tava não tem nem condições de ninguém passar e já ameaça de novo de deixar de passar o ônibus por aqui de novo vem mesmo tá entupido completamente entupido tá trabalhando lá embaixo na obra não tá não negativo ninguém trabalha lá embaixo não está muito parado tudo uma passada lá você vai me dar uma passada lá e tá parado ele visualizou olhou ninguém trabalhando não se formou que a obra é preciso ser recitado ou seja contratar uma nova empresa para realizar o serviço isso aí a gente já tinha falado da outra vez e aí essa empresa deu um prazo de fim de Junho para terminar o negócio por isso que a gente voltou agora em início de Julho saber como é que tá a situação aí eles alegaram para o serviço não foi concluído por causa das fortes chuvas que atingiram a capital e a região metropolitana nesse mês de junho ele sabe que ainda tá chovendo alguns dias sim outros não sabe que obra na chuva não anda né isso exatamente por isso que a gente até que entende tá em andamento e o que é que a gente vai fazer um novo prazo que eles deram pessoal é fim de Julho Agosto a gente tá por aqui Será menor tá certo Danilo vamos esperar mais uma vez pode ser dia 12 e 12 de Agosto a gente vem para carimbar o resolvido pela bora marcar para marcar calendário JPB volta ao José Américo aqui em João Pessoa dia 12 de Agosto Mostra aí para mim a marcação por favor é isso Danilo tá louco para dar aquele carinho de Resolvido finalmente
"Rua Isaac Laureano, Natuba, Paraíba, 58494-000",quem procura um hospital um posto de saúde ou quem briga por um medicamento uma consulta faz isso porque precisa ninguém acorda querendo lutar por medicamento querendo passar horas na fila e ela hora de maior necessidade que vários problemas nos serviços públicos de saúde aparecem eu vou voltar a falar com Denise Delmiro em Campina Grande e dessa vez sobre os casos graves na saúde Denise muito graves Bruno eu fico me perguntando aqui sabe até quando parece que esses casos nunca acaba a gente tem conteúdo tem denúncias para os nossos telejornais praticamente todos os dias são pessoas que não tem dinheiro para pagar um exame para comprar uma medicação para fazer um tratamento Imagine que ficam ali morrendo a cada dia né porque são doenças gravíssimas não é preocupando a família preocupando os amigos e ficam sem saber o que fazer tem que recorrer aí a saúde pública e infelizmente não são correspondida nem são respondidos muitas vezes eu vou mostrar para vocês três histórias emocionantes de pessoas que precisam que dependem de medicação que estão à mesa esperando por exames e também de um jovem que está com leucemia que tem que fazer o tratamento contra o câncer e ainda nem começou vamos acompanhar na reportagem nosso estado não há condição de acolher nenhuma pessoa que esteja no estado grave Como está esse meu primo ô primo de jacileide tá internado no hospital universitário de Campina Grande com leucemia mas no h u Ele não recebe o tratamento adequado para esse tipo de câncer precisa fazer um exame específico da doença e Começar o tratamento em algum Hospital especializado ainda de acordo com jacileide não tem vaga na Paraíba para o primo dela ele está aqui os médicos sabem da responsabilidade não pode nadar para casa mas também não está tendo tratamento que deve ter e estar sentindo muita dor os médicos aqui já tentaram transferência para o Laureano para Natal para Recife e não conseguiram ela vai entrar na justiça para conseguir tratamento para o primo da Vanessa conseguiu ano passado o mandado de intimação para que a secretaria de saúde de campina entregasse ao marido dela a medicação para diabetes só que de Maio para cá já faltou insulina duas vezes se Vanessa tivesse que comprar medicação sairia por r$ 600 por mês minha pergunta qual motivo não tem motivos não sei o motivo as funcionárias da que diz não sei o motivo previsão de entrega não tem previsão então assim vim buscar insulina faltou no dia tem que comprar ele tem que tomar para sobreviver então assim o valor É alto quem recebe um salário-mínimo faz o que eu entrei na farmácia que fica dentro da Secretaria de Saúde de Campina Grande Ande e uma funcionária que disse que não poderia gravar com a gente confirmou para mim e para Vanessa que a medicação estava em falta e que não haveria previsão para reposição no estoque Então tem que procurar a justiça de novo comunicado ao juiz Então eu tenho que esperar por enquanto eu compro também não sei quando vou resolver mas eu tô com vontade se
"Tambay, Bayeux, Paraíba",agora de dar aquela força para comunidade é o calendário JPB Então bora direto lá para Bahia porque Karine Tenório vai mostrar tudo ao vivo hoje Karine Boa tarde Boa tarde Bruno boa tarde pessoal de casa é aquela fiscalização aquela cobrança ao vivo porque o calendário JPB acompanha essa história aqui em Bahia a 2 anos é com relação a esse ginásio aqui que começou a ser construído depois da obra parou a gente sabe que recentemente a cidade de Barueri mudou de prefeito E aí a obra parou de novo entre os moradores estão naquela agonia para saber quando enfim esse ginásio vai ser entregue para comunidade só para o pessoal de casa tem uma ideia da quantidade de tempo que a gente acompanha a história Cadê o Iago Iago chega assim o Iago tava na barriga da mãe quando a gente chegou aqui na comunidade hoje o Iago Itaquá do tamanho da repórter Bruno e aí Harrison ninguém fica satisfeito ninguém ficar satisfeito porque toda vez em quando porque farrapada aí esperando esperando da última vez que vieram a dois meses atrás eu quero que a concluir mais de 30% não tem ninguém depois que tinha gente trabalhando sim a gente trabalha poucas mas sim a gente ficou parado e nada e dá o prefeito tinha dado o prazo de três meses já passou uns três meses já deu mais outro prazo em cima até agora tá desse jeito a boa notícia é que o secretário-adjunto que já conhece bem essa história tá aqui hoje já vai segura fiz meu calendário vai ter o Régis Olha o secretário está aqui para explicar o que que tá acontecendo com essa mudança de prefeito atrapalhou tudo né Karina primeiro Boa tarde da Paraíba né A procuradoria Municipal contratou um erro no contato dessa obra e com isso cuidado o início uma nova um novo processo licitatório né a secretaria de infraestrutura já fez o novo cronograma físico-financeiro e já foi passado para comissão de licitação Tá previsto ele concluir ainda esse mês o processo de precatório e quando conclui a empresa vencedora terá mais um prazo de 3 meses para poder concluir essa obra São a licitação vai ser concluída esse mês então já não são três meses né porque geralmente uma citação dura 3 meses mas aí ela já tá caminhando para ficar entendi e aí a empresa tem 3 meses para concluir a obra certo não chega para cá você é o guardião do calendário JPB eu sei que hoje não é aquela volta que a gente queria a gente queria mostrar ginásio e pronto mas ele está me garantindo aqui que a licitação tá andando já tá no final é em andamento E aí se a gente contabili usar o tempo que falta né um mês para licitação acabar mais um tempinho para ordem de serviço tá aí pelo menos dois três meses vamos voltar aqui no fim do ano e fazer o que né infelizmente nós temos que aguardar aguardar Mas a gente não vai dizer
"Rua Miguel José, Manaíra, Paraíba, 58995-000",calendário JPB de hoje tá no bairro de Manaíra durante dois anos os moradores sofreram gente mas sofreram com a caatinga na rua por causa do esgoto mas agora a situação está mudando a seinfra aí Lu e a Cagepa perceberam que é grave e começaram a agir em 10 meses essa é a primeira vez que a equipe do calendário JPB tem o prazer de chegar aqui nessa rua e poder respirar quem acompanha essa história sabe que é ser a rua mais perdida que eu já estive por que a água de esgoto a Luis Correia por esse canto entrava nessa galeria aqui ela também está brava nessa tampa aqui de esgoto e a escorrer por essa outra galeria e os moradores daqui passaram 12 anos sofrendo com esse mau cheiro cusquito um certo ponto que não presta aqui e aí me parece que depois de tanta luta parece que tá tendo resultado né tô vendo que tu tá toda bonitona hoje porque agora vale a pena agora vale a pena você sentir o cheiro tanto nosso como não tem um pouco da Caatinga né agora olha vale o pessoal de casa saber que foi preciso essa rua aqui chegar no caos para que isso aqui pudesse acontecer tudo piorou a mais de 20 dias atrás nossos banheiros não estavam funcionando não podemos tomar banho nem usar nossas pias Então eu fui até a prefeitura lá me mandaram para seinfra cheguei lá passei a manhã inteira a tarde mas consegui falar com seu Cássio deve tá tudo na rua eles não acredito que chegou a esse ponto depois chegou já estamos há um bom tempo com ajuda da TV mas até agora nada foi resolvido aí ele pediu socorro pediu ajuda ao pessoal da Cagepa Vitória vai melhorar mais o pessoal tava fazendo um serviço aqui um pouco vem aqui sempre fazer eu estive acompanhando né por dois dias que ele estiver aqui e com certeza vai dar certo é só a gente ir um pouco de paciência dá mais um prazo né E aí quando foi hoje a gente também teve a surpresa boa que o pessoal da Dailus esteve aqui em recolher o lixo graças a Deus a gente começa já fazer o dedo ficar assim porque a gente tamos vendo que tá em andamento teve aqui né dando uma olhada na bomba pessoal de casa deve lembrar que aqui nesse espaço tinha gente criando cavalo criando galinha o espaço foi retomado pela Dura Por que é o espaço público e aí eu tô vendo que tem alguns tijolos aqui essa aqui é a solução que os moradores do bairro de Manaíra e São José esperam para poder ver esse problema solucionado de fato falta muito
"Praça Barão do Rio Branco, Centro, João Pessoa, Paraíba, 58010-760",tá na hora do calendário JPB bronca de hoje no ponto turístico de João Pessoa Praça Rio Branco onde tem aquele sorinho todo sábado que é muito legal né um pessoal que trabalha em frequentar o lugar entrou em contato com a gente aí do calendário foi bater lá ouvindo aí a comadre Sebastiana pra dançar um Xaxado na Paraíba uma dança diferente da cidade de conservação na praça principalmente aqui ó ó situação da calçada tá ruim como é ter que passar por uma calçada como essa dificuldade em duas vezes aqui já já faz 8 meses que está desse jeito aí vem para cá porque você vende sandália ou você cair tão bonita a cidade todinha mas dá para o negócio no centro é meio complicado trabalha aqui no fiteiro pertinho tá todos os dias por aqui o dia todo a reclamação para muita gente reclama muita gente reclama muito as calçadas feitas todas de areia né dia de sábado por aqui que é que tem chorinho sabadinho bom né e a Prefeitura não toma nenhuma providência em consertarem ajeitar não sei se não você vem aqui em outros pontos da planta também está do mesmo jeito as peças se soltando deslocando o povo tirando pedra a todo momento importante mais se falar isso porque a gente está utilizando um exemplo esse ponto aqui da calçada porque é uma rua bastante movimentação no centro da cidade é complicado o pessoal que passa por aqui mas como o amigão falou na praça existem outros pontos que também estão precisando de um cuidado maior atenção maior ou então para todo mundo ficar feliz aqui na praça os turistas também que passam por aqui que visitam João Pessoa a gente vai marcar 4 de dezembro bota aí no calendário 4 de dezembro a gente volta eu espero que o problema esteja resolvido para que Jackson fico feliz ele tava a equipe de produção do calendário entrar em contato com a secretaria de comunicação da prefeitura eles informaram que o problema na Praça Rio Branco vai ser analisado só depois disso eles devem dar uma resposta será feito ou não serviço de recuperação por lá na espera né eu tenho certeza que a prefeitura não vai deixar um lugar não frequentado feio né do jeito que tá com problema então vamos marcar mais uma vez 4 de dezembro a gente volta à Praça Rio Branco Bora carimbar um resolvido né porque a bronca nem é tão complicado assim vamos combinar
"Avenida Capitão João Freire, Expedicionários, João Pessoa, Paraíba, 58041-060",Bora do calendário JPB hoje tem o carinho que a gente gosta tanto lá no Expedicionários a Cagepa foi até a Rua Capitão João Freire acabou com o vazamento chato que sempre persistir persistir por lá o destaque de hoje vai também para Dona Iolanda que é uma senhora de 90 anos para lá de simpática que conversou com a nossa equipe a gente está de volta à Rua Capitão João Freire bairro dos Expedicionários aqui para onde eu tô passando agora tempos atrás Mostra aí era impossível ficar aqui nesse local desde a nossa última visita o pessoal da Cagepa disse que tinha resolvido o problema que tinha fechado a rua tinha acabado com esse negócio de vazamento inclusive trocado o tipo de encanação que existe aqui no local antigamente era bem antiga obviamente agora uma nova eles disseram que esse os vazamentos Vão se acabar sempre que fazia serviço aqui a senhora já ficava esperando com os braços de novo é porque não deu para ver mesmo se estourar né porque botaram tudo novo então vamos fazer o seguinte Bora carimbar que resolveu resolvido encerrada né aí a gente mas de toda forma faça o seguinte a senhora fica de olho segure graças a Deus a gente é Ana Lúcia que a filha da senhora né porque ela não tá aqui hoje porque nasceu o netinho dela Parabéns visitar a senhora tá bem tá certo não é fácil não alegria encontrar gente boa como a senhora e consegui ajudar a resolver o problema do Povo ajudar é bom valeu resolveu ajudar poder conhecer esses amigos que a gente vai fazer de tantos anos do calendário de tantas missões que a gente recebeu e que infelizmente a gente tem que conseguir dar conta Claro que tem um outro que fica agarrada Mas a gente não desiste dessa luta a gente vai até o fim todas elas Eu quero fazer um agradecimento especial também aqui a Cagepa pela Agilidade de ter resolvido esse calendário né três visitas
